x,y,season,country
Nicole,Ciaran,11,uk
Nicole,Ciaran,11,uk
Nicole,Ciaran,11,uk
Nicole,Ciaran,11,uk
Matilda,Sean,11,uk
Matilda,Sean,11,uk
Matilda,Sean,11,uk
Matilda,Sean,11,uk
Sean,Nicole,11,uk
Sean,Harriett,11,uk
Sean,Jess,11,uk
Sean,Harriett,11,uk
Sean,Matilda,11,uk
Sean,Matilda,11,uk
Sean,Matilda,11,uk
Sean,Matilda,11,uk
Ayo,Patsy,11,uk
Ayo,Uma,11,uk
Ayo,Mimii,11,uk
Ayo,Mimii,11,uk
Ayo,Mimii,11,uk
Ayo,Jessica,11,uk
Ayo,Jessica,11,uk
Ayo,Jessica,11,uk
Jessica,Ayo,11,uk
Jessica,Ayo,11,uk
Jessica,Ayo,11,uk
Jessy,Joey,11,uk
Jessy,Joey,11,uk
Jessy,Joey,11,uk
Joey,Samantha,11,uk
Joey,Samantha,11,uk
Joey,Grace,11,uk
Joey,Jess,11,uk
Joey,Jessy,11,uk
Joey,Jessy,11,uk
Joey,Jessy,11,uk
Grace,Joey,11,uk
Grace,Konnor,11,uk
Grace,Blade,11,uk
Grace,Reuben,11,uk
Grace,Reuben,11,uk
Reuben,Grace,11,uk
Reuben,Grace,11,uk
Harry,Lola,11,uk
Lola,Harry,11,uk
Konnor,Grace,11,uk
Konnor,Emma,11,uk
Konnor,Lolly,11,uk
Lolly,Konnor,11,uk
Blade,Grace,11,uk
Emma,Konnor,11,uk
Hugo,Jess,11,uk
Jess,Ronnie,11,uk
Jess,Ronnie,11,uk
Jess,Sean,11,uk
Jess,Omar,11,uk
Jess,Joey,11,uk
Jess,Hugo,11,uk
Uma,Ayo,11,uk
Uma,Omar,11,uk
Uma,Wil,11,uk
Uma,Wil,11,uk
Uma,Wil,11,uk
Wil,Uma,11,uk
Wil,Uma,11,uk
Wil,Uma,11,uk
Ellie,Trey,11,uk
Trey,Ellie,11,uk
Harriett,Ciaran,11,uk
Harriett,Sean,11,uk
Harriett,Ronnie,11,uk
Harriett,Sean,11,uk
Harriett,Ronnie,11,uk
Ronnie,Jess,11,uk
Ronnie,Jess,11,uk
Ronnie,Harriett,11,uk
Ronnie,Tiffany,11,uk
Ronnie,Harriett,11,uk
Omar,Uma,11,uk
Omar,Jess,11,uk
Tiffany,Ronnie,11,uk
Samantha,Sam,11,uk
Samantha,Joey,11,uk
Samantha,Joey,11,uk
Munveer,Mimii,11,uk
Munveer,Patsy,11,uk
Patsy,Ayo,11,uk
Patsy,Munveer,11,uk
Sam,Samantha,11,uk
Cach,Toni,12,uk
Cach,Emma,12,uk
Cach,Toni,12,uk
Toni,Ben,12,uk
Toni,Conor,12,uk
Toni,Harrison,12,uk
Toni,Harrison,12,uk
Toni,Harrison,12,uk
Toni,Cach,12,uk
Toni,Harrison,12,uk
Toni,Cach,12,uk
Harry,Sophie,12,uk
Harry,Helena,12,uk
Harry,Helena,12,uk
Harry,Shakira,12,uk
Harry,Shakira,12,uk
Harry,Helena,12,uk
Harry,Helena,12,uk
Harry,Helena,12,uk
Harry,Shakira,12,uk
Shakira,Ben,12,uk
Shakira,Ben,12,uk
Shakira,Ben,12,uk
Shakira,Harry,12,uk
Shakira,Harry,12,uk
Shakira,Ben,12,uk
Shakira,Ty,12,uk
Shakira,Conor,12,uk
Shakira,Harry,12,uk
Jamie,Yasmin,12,uk
Jamie,Yasmin,12,uk
Jamie,Yasmin,12,uk
Yasmin,Shea,12,uk
Yasmin,Ben,12,uk
Yasmin,Giorgio,12,uk
Yasmin,Conor,12,uk
Yasmin,Jamie,12,uk
Yasmin,Jamie,12,uk
Yasmin,Jamie,12,uk
Angel,Ty,12,uk
Ty,Shakira,12,uk
Ty,Lauren,12,uk
Ty,Angel,12,uk
Dejon,Meg,12,uk
Dejon,Meg,12,uk
Dejon,Meg,12,uk
Dejon,Meg,12,uk
Dejon,Meg,12,uk
Dejon,Meg,12,uk
Dejon,Meg,12,uk
Dejon,Meg,12,uk
Dejon,Meg,12,uk
Meg,Dejon,12,uk
Meg,Dejon,12,uk
Meg,Dejon,12,uk
Meg,Dejon,12,uk
Meg,Dejon,12,uk
Meg,Dejon,12,uk
Meg,Dejon,12,uk
Meg,Dejon,12,uk
Meg,Dejon,12,uk
Conor,Helena,12,uk
Conor,Toni,12,uk
Conor,Emily,12,uk
Conor,Emily,12,uk
Conor,Alima,12,uk
Conor,Yasmin,12,uk
Conor,Emma,12,uk
Conor,Shakira,12,uk
Conor,Megan,12,uk
Megan,Tommy,12,uk
Megan,Tommy,12,uk
Megan,Tommy,12,uk
Megan,Tommy,12,uk
Megan,Conor,12,uk
Blu,Alima,12,uk
Blu,Helena,12,uk
Helena,Conor,12,uk
Helena,Harry,12,uk
Helena,Harry,12,uk
Helena,Shea,12,uk
Helena,Ben,12,uk
Helena,Harry,12,uk
Helena,Harry,12,uk
Helena,Harry,12,uk
Helena,Blu,12,uk
Billykiss,Giorgio,12,uk
Billykiss,Boris,12,uk
Billykiss,Boris,12,uk
Boris,Billykiss,12,uk
Boris,Billykiss,12,uk
Emma,Conor,12,uk
Emma,Cach,12,uk
Harrison,Toni,12,uk
Harrison,Toni,12,uk
Harrison,Toni,12,uk
Harrison,Lauren,12,uk
Harrison,Toni,12,uk
Lauren,Harrison,12,uk
Lauren,Ty,12,uk
Andrada,Ben,12,uk
Ben,Shakira,12,uk
Ben,Toni,12,uk
Ben,Shakira,12,uk
Ben,Shakira,12,uk
Ben,Yasmin,12,uk
Ben,Helena,12,uk
Ben,Shakira,12,uk
Ben,Andrada,12,uk
Lucy,Tommy,12,uk
Tommy,Megan,12,uk
Tommy,Megan,12,uk
Tommy,Megan,12,uk
Tommy,Megan,12,uk
Tommy,Emily,12,uk
Tommy,Emily,12,uk
Tommy,Lucy,12,uk
Emily,Conor,12,uk
Emily,Conor,12,uk
Emily,Tommy,12,uk
Emily,Tommy,12,uk
Giorgio,Yasmin,12,uk
Giorgio,Billykiss,12,uk
Alima,Blu,12,uk
Alima,Remell,12,uk
Alima,Remell,12,uk
Alima,Remell,12,uk
Alima,Conor,12,uk
Remell,Alima,12,uk
Remell,Alima,12,uk
Remell,Alima,12,uk
Shea,Yasmin,12,uk
Shea,Helena,12,uk
Sophie,Harry,12,uk
